sample_id,system,Rouge rouge1,Rouge rouge2,Rouge rougeL,Rouge rougeLsum,BertScore precision,BertScore recall,BertScore f1,MQAG kl_div,MQAG counting,MQAG hellinger,MQAG total_variation,NLI Score,NLI contradiction %,hallucination_type
33670226,PtGen,0.2564102564102564,0.05405405405405406,0.10256410256410256,0.10256410256410256,0.8822972178459167,0.8726288080215454,0.8774363994598389,0.121803655488065,0.3333333333333333,0.0455059120964744,0.13596835111578306,0.7970292242635199,0.0,['NULL']
32926574,PtGen,0.43243243243243246,0.2857142857142857,0.43243243243243246,0.43243243243243246,0.9244128465652466,0.8869388699531555,0.9052882194519043,5.606832294419205,0.6666666666666666,0.9303629942143631,0.6867674810200697,0.7597737857481328,0.0,['NULL']
27493801,TConvS2S,0.5,0.20000000000000004,0.5,0.5,0.9073858857154846,0.883734405040741,0.8954039812088013,1.553361758435818,0.6666666666666666,0.5891295269118096,0.6952177561858358,0.7232793391435995,0.0,['NULL']
35412241,Gold,0.4999999999999999,0.17391304347826086,0.2916666666666667,0.2916666666666667,0.9227999448776245,0.8935568332672119,0.9079429507255554,0.09046991213330936,0.0,0.03713267839530806,0.13923819114764532,0.815308227629985,0.0,['NULL']
35265124,Gold,0.6470588235294118,0.4375,0.6470588235294118,0.6470588235294118,0.9344807863235474,0.9224578142166138,0.9284303784370422,0.20390801168598982,0.3333333333333333,0.07199429236183842,0.243042583266894,0.8278381807108719,0.0,['NULL']
34195413,TConvS2S,0.18750000000000003,0.0,0.18750000000000003,0.18750000000000003,0.8814586400985718,0.8618395328521729,0.8715386986732483,0.6405819662525263,1.0,0.21279403396500854,0.4537998139858246,0.7365164526926926,0.16666666666666666,['NULL']
37554205,Gold,0.45,0.21052631578947367,0.35000000000000003,0.35000000000000003,0.9303895235061646,0.9048027992248535,0.9174178242683411,0.23195129465199596,0.0,0.10131346288102877,0.19818808635075888,0.9845178689468991,0.0,['NULL']
39740178,PtGen,0.34782608695652173,0.04545454545454546,0.2608695652173913,0.2608695652173913,0.8528016805648804,0.8590774536132812,0.8559280633926392,0.10172019889099686,0.0,0.04176364649148678,0.09272114932537079,0.7426847701310485,0.031496062992125984,['NULL']
34759626,Gold,0.5714285714285715,0.5,0.5714285714285715,0.5714285714285715,0.9034637212753296,0.8961474895477295,0.8997907638549805,0.2486166508850305,0.3333333333333333,0.08155715066788971,0.17059888069828352,0.44323764620483785,0.991304347826087,['NULL']
40630842,PtGen,0.4090909090909091,0.19047619047619047,0.4090909090909091,0.4090909090909091,0.8882177472114563,0.8810557126998901,0.8846222162246704,0.2647262623327887,0.3333333333333333,0.0832090733495525,0.16999496767918268,0.825883645210823,0.0,['NULL']
35146033,PtGen,0.4444444444444444,0.13953488372093023,0.3111111111111111,0.3111111111111111,0.8781698942184448,0.8825247287750244,0.8803419470787048,0.04033945395527475,0.3333333333333333,0.015330902336259397,0.06219987695415815,0.6706495232960229,0.016129032258064516,['NULL']
39860898,BERTS2S,1.0,1.0,1.0,1.0,0.9999667406082153,0.9999667406082153,0.9999667406082153,0.0022637092944321584,0.0,0.0008295849671799501,0.016574581464131672,0.88630345021144,0.009900990099009901,['NULL']
36515816,Gold,0.5128205128205129,0.27027027027027023,0.41025641025641024,0.41025641025641024,0.8928011655807495,0.9024184942245483,0.897584080696106,0.5120895418087692,0.3333333333333333,0.15007199835401258,0.2849373246232669,0.43061931283834076,0.8671875,['NULL']
25840979,TranS2S,0.41379310344827586,0.14814814814814814,0.27586206896551724,0.27586206896551724,0.8768894076347351,0.8765153884887695,0.8767023682594299,0.5841141538351416,0.6666666666666666,0.2757540029052388,0.4006637583176295,0.7385633235627954,0.011363636363636364,['NULL']
40000044,Gold,0.33333333333333326,0.17647058823529413,0.33333333333333326,0.33333333333333326,0.932173490524292,0.914044976234436,0.9230202436447144,0.2183536621721591,0.0,0.09634543398102897,0.1826596394336472,0.7251434073998376,0.0,['NULL']
30453069,Gold,0.25641025641025644,0.0,0.10256410256410256,0.10256410256410256,0.8697951436042786,0.8888574838638306,0.8792229890823364,0.7019610988804162,0.6666666666666666,0.28598744051255554,0.43812641004721325,0.8221766337752342,0.0,['NULL']
40899859,PtGen,0.3555555555555555,0.046511627906976744,0.22222222222222224,0.22222222222222224,0.8810036778450012,0.8687344789505005,0.8748260140419006,0.778558319994746,0.6666666666666666,0.41140899756862903,0.36078105918568326,0.6886634790017957,0.05737704918032787,['NULL']
33203666,TConvS2S,0.1818181818181818,0.0,0.1212121212121212,0.1212121212121212,0.8677836656570435,0.874997615814209,0.8713756799697876,0.6612879456209574,0.3333333333333333,0.2855538220395349,0.37978626290957135,0.7638439327478409,0.0,['NULL']
16679938,Gold,0.4,0.1509433962264151,0.3636363636363636,0.3636363636363636,0.9213741421699524,0.8705120086669922,0.8952212929725647,1.708010050446231,0.3333333333333333,0.3230258991534675,0.40120260417461395,0.5680775106555285,0.37373737373737376,['NULL']
34802406,TranS2S,0.6842105263157895,0.4444444444444444,0.6842105263157895,0.6842105263157895,0.9396085739135742,0.9269026517868042,0.9332123398780823,0.19338693690033712,0.0,0.04566733500004719,0.12390224138895671,0.7048373597341258,0.009009009009009009,['NULL']
37972178,PtGen,0.4375,0.2,0.37499999999999994,0.37499999999999994,0.9051597118377686,0.8839033246040344,0.8944053053855896,0.21697018805066348,0.3333333333333333,0.07766176031610814,0.2098266432682673,0.9008978437154721,0.0,['NULL']
38802811,BERTS2S,0.689655172413793,0.6666666666666666,0.689655172413793,0.689655172413793,0.9239929914474487,0.9241151213645935,0.9240540862083435,0.05669739873742439,0.0,0.01784830626526839,0.0704604232062896,0.7838955518344174,0.010869565217391304,['NULL']
24553569,BERTS2S,0.4324324324324324,0.34285714285714286,0.4324324324324324,0.4324324324324324,0.8950059413909912,0.9063674211502075,0.9006508588790894,1.1383640881213204,0.3333333333333333,0.3733819918226931,0.45405886322259903,0.6749721321362805,0.014492753623188406,['NULL']
39860898,TConvS2S,0.7222222222222222,0.5882352941176471,0.7222222222222222,0.7222222222222222,0.9554575681686401,0.9562591314315796,0.9558581709861755,0.033268168542857995,0.0,0.012807289769793402,0.05457644088892266,0.88630345021144,0.009900990099009901,['NULL']
27786442,PtGen,0.40625,0.22580645161290322,0.34375,0.34375,0.8391900062561035,0.884506106376648,0.8612523674964905,0.10071622411046453,0.0,0.0644050725724145,0.10057154794534047,0.9924839093134954,0.0,['NULL']
28783667,TConvS2S,0.38095238095238104,0.2,0.2380952380952381,0.2380952380952381,0.8490231037139893,0.8080986738204956,0.8280555605888367,1.4963547255102243,0.3333333333333333,0.6136794097103033,0.7055431591967741,0.8435294048268666,0.015503875968992248,['NULL']
37576755,TConvS2S,0.3636363636363636,0.06451612903225808,0.24242424242424243,0.24242424242424243,0.8624504804611206,0.8558613657951355,0.8591433167457581,0.3094283473113398,0.3333333333333333,0.11146955513342328,0.2230301300684611,0.7298672795295715,0.020833333333333332,['extrinsic']
15291712,PtGen,0.3111111111111111,0.0,0.22222222222222224,0.22222222222222224,0.8439965844154358,0.8572468161582947,0.8505700826644897,0.8211066989171466,0.3333333333333333,0.18867553620221242,0.3970082054535548,0.7625508678284331,0.006289308176100629,['NULL']
40873665,TConvS2S,0.7692307692307693,0.5945945945945945,0.6666666666666667,0.6666666666666667,0.9341641068458557,0.9626988172531128,0.9482167959213257,0.05779302223515518,0.0,0.023731980408358343,0.10512722531954448,0.8212347943936625,0.008064516129032258,['NULL']
24978479,BERTS2S,0.4210526315789474,0.1111111111111111,0.4210526315789474,0.4210526315789474,0.946912407875061,0.9278603792190552,0.9372895956039429,0.061986010065643714,0.0,0.030227251810337377,0.06071595847606659,0.57094106148271,0.3058823529411765,['NULL']
34832083,Gold,0.28571428571428575,0.18181818181818182,0.28571428571428575,0.28571428571428575,0.916694700717926,0.8739686012268066,0.8948219418525696,0.5825880144769263,0.6666666666666666,0.23309044845727833,0.42963801821072894,0.7950771198553196,0.0,['NULL']
19577896,Gold,0.38095238095238104,0.25,0.38095238095238104,0.38095238095238104,0.9292174577713013,0.8934021592140198,0.910957932472229,0.1059760658963132,0.3333333333333333,0.045746976438320104,0.14710541363456286,0.7433739364749253,0.010101010101010102,['NULL']
35289959,Gold,0.4615384615384615,0.2162162162162162,0.35897435897435903,0.35897435897435903,0.9483776092529297,0.9085242748260498,0.9280232787132263,0.09069508805307762,0.0,0.029706822363868637,0.11641085768739383,0.6083806455135345,0.10638297872340426,['NULL']
24553569,TConvS2S,0.34285714285714286,0.06060606060606061,0.2285714285714286,0.2285714285714286,0.8770800828933716,0.9021806120872498,0.8894532918930054,0.35728728640654744,0.0,0.13272417416041216,0.2510425845781962,0.6351196115863496,0.021739130434782608,['NULL']
26381454,Gold,0.3829787234042554,0.1333333333333333,0.2978723404255319,0.2978723404255319,0.9005947113037109,0.8738443851470947,0.8870179057121277,0.14965311450964217,0.0,0.05565156791243995,0.14884240669198334,0.882846942578239,0.0,['NULL']
38184840,TranS2S,0.22857142857142856,0.06060606060606061,0.17142857142857143,0.17142857142857143,0.9022432565689087,0.891018271446228,0.8965955972671509,0.45746124753711165,0.3333333333333333,0.2207781113266549,0.340255210796992,0.8433634299750722,0.0,['NULL']
39037666,TConvS2S,0.34285714285714286,0.18181818181818185,0.2857142857142857,0.2857142857142857,0.9012323617935181,0.8716046810150146,0.8861709833145142,0.10320339911697296,0.0,0.05350231667515259,0.1276621868213018,0.7631778952557496,0.011235955056179775,['NULL']
35341528,TConvS2S,0.5454545454545454,0.19999999999999998,0.5454545454545454,0.5454545454545454,0.9207555055618286,0.8851293325424194,0.9025910496711731,0.1986437637123415,0.0,0.08716972851239128,0.19867050647735596,0.6296275073084338,0.034482758620689655,['NULL']
33960105,TranS2S,0.12121212121212122,0.0,0.12121212121212122,0.12121212121212122,0.8977361917495728,0.8900839686393738,0.8938937187194824,0.5757467890589487,0.6666666666666666,0.19335072681814477,0.32425642013549805,0.6595804092558948,0.02727272727272727,['NULL']
38345826,BERTS2S,0.46153846153846156,0.19047619047619047,0.18461538461538463,0.18461538461538463,0.8668233156204224,0.8904471397399902,0.8784764409065247,1.2850685251568692,1.0,0.44227671005120633,0.644269160926342,0.5829884253541628,0.244,['NULL']
38550016,TConvS2S,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.8453972339630127,0.8758281469345093,0.8603436350822449,0.7955651975276758,0.6666666666666666,0.38110057466046654,0.44762398892392713,0.9190172444029552,0.0,['NULL']
35521849,Gold,0.3,0.10526315789473685,0.2,0.2,0.846340000629425,0.8563257455825806,0.8513035178184509,0.17224992808587483,0.3333333333333333,0.07109753165970789,0.19490002592404684,0.7523899287694976,0.10714285714285714,['NULL']
40422011,Gold,0.30303030303030304,0.06451612903225808,0.12121212121212122,0.12121212121212122,0.8927412629127502,0.8600273132324219,0.8760790228843689,0.5248962378303992,0.3333333333333333,0.21268164179912744,0.31497710570693016,0.7603378197649021,0.01098901098901099,['NULL']
34934781,PtGen,0.45,0.15789473684210528,0.35000000000000003,0.35000000000000003,0.8767381906509399,0.8484646081924438,0.86236971616745,0.2779133355416435,0.6666666666666666,0.12317615867158742,0.26146482676267624,0.7766952997929343,0.0,['NULL']
40415756,PtGen,0.31578947368421056,0.16666666666666663,0.21052631578947367,0.21052631578947367,0.902643620967865,0.891004204750061,0.8967861533164978,0.11799128409854032,0.0,0.04601140275515155,0.16948785105099282,0.8027711113293967,0.0,['NULL']
12620805,Gold,0.96,0.9166666666666666,0.96,0.96,0.9618110656738281,0.9553725719451904,0.9585810303688049,0.14445492327202136,0.3333333333333333,0.07962953083715683,0.11101026336352031,0.698808474914871,0.0072992700729927005,['NULL']
21712349,Gold,0.4666666666666667,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.933516263961792,0.9031720757484436,0.9180935621261597,0.6282958497994307,0.6666666666666666,0.2006413621233614,0.4000480821511398,0.5630030404495937,0.43010752688172044,['NULL']
40419819,TranS2S,0.24390243902439024,0.0,0.14634146341463414,0.14634146341463414,0.8511860966682434,0.8787994980812073,0.864772379398346,0.6129344005233188,0.0,0.2980294153116738,0.4086613754431407,0.6992516629397869,0.026785714285714284,['NULL']
34125832,Gold,0.4,0.12121212121212122,0.28571428571428575,0.28571428571428575,0.9189599752426147,0.898097038269043,0.9084087610244751,1.7340102501484307,0.6666666666666666,0.5798841586253346,0.6692178423206011,0.9302812922332022,0.0,['NULL']
21197406,Gold,0.2857142857142857,0.07692307692307693,0.2857142857142857,0.2857142857142857,0.918138325214386,0.9092345237731934,0.9136647582054138,0.007795122486185746,0.0,0.002000467685546664,0.007144232590993245,0.4523003723067738,0.9213483146067416,['NULL']
37576654,BERTS2S,0.2105263157894737,0.0,0.2105263157894737,0.2105263157894737,0.8678354024887085,0.8778040409088135,0.8727912902832031,0.05236566562600611,0.0,0.01858135019517804,0.09134356180826823,0.7626156781603688,0.0,['NULL']
34774405,TConvS2S,0.5,0.10526315789473685,0.25,0.25,0.8770818114280701,0.8771448135375977,0.8771132826805115,0.8391236280060936,0.6666666666666666,0.2831254897496288,0.5063934102654457,0.9464855832830276,0.0,['NULL']
34907832,Gold,0.48275862068965514,0.2962962962962963,0.20689655172413793,0.20689655172413793,0.9447171688079834,0.8927724361419678,0.9180105924606323,0.10780539641309549,0.3333333333333333,0.02774457673533472,0.08645416454722483,0.8056752671275222,0.0,['NULL']
39006759,TranS2S,0.41025641025641024,0.21621621621621623,0.20512820512820512,0.20512820512820512,0.8707990646362305,0.8981139659881592,0.8842455744743347,0.08873227263301207,0.0,0.041753747287216376,0.13930622736612955,0.6059800829324458,0.06666666666666667,['NULL']
33183140,TranS2S,0.4897959183673469,0.1702127659574468,0.44897959183673475,0.44897959183673475,0.912205159664154,0.8592471480369568,0.8849345445632935,0.14662391047822373,0.0,0.06459686521068762,0.14385207494099936,0.6914180993598743,0.08759124087591241,['NULL']
31873298,BERTS2S,0.1,0.052631578947368425,0.1,0.1,0.8286643028259277,0.8235723972320557,0.8261104822158813,0.3832857611103025,0.6666666666666666,0.15032091476457807,0.28663309911886853,0.8665082199960693,0.0,['intrinsic']
37618111,Gold,0.6285714285714286,0.4848484848484849,0.6285714285714286,0.6285714285714286,0.9218282699584961,0.9631571173667908,0.9420396089553833,0.29271543822470963,0.3333333333333333,0.07074358670902717,0.1763817568620046,0.7705739080425231,0.008064516129032258,['NULL']
32843295,Gold,0.5714285714285715,0.23076923076923075,0.35714285714285715,0.35714285714285715,0.9289230108261108,0.8938639163970947,0.9110563397407532,0.0317328654561747,0.3333333333333333,0.01094696700628611,0.040023927887280784,0.9154603203137716,0.0,['NULL']
34832083,PtGen,0.28571428571428575,0.06060606060606061,0.2285714285714286,0.2285714285714286,0.903634250164032,0.8790211081504822,0.8911578059196472,0.37312465971375613,0.3333333333333333,0.1519389114263429,0.30808813373247784,0.7612524018568151,0.0,['NULL']
35289959,PtGen,0.2777777777777778,0.058823529411764705,0.2777777777777778,0.2777777777777778,0.8912864923477173,0.8352229595184326,0.8623444437980652,0.383142273475417,0.3333333333333333,0.17251341132234288,0.3434564272562663,0.6295908863874192,0.10638297872340426,['NULL']
37900100,BERTS2S,0.6000000000000001,0.3333333333333333,0.6000000000000001,0.6000000000000001,0.9412832260131836,0.9674675464630127,0.9541957974433899,0.3320685057257886,0.3333333333333333,0.1304379724706185,0.2689077630639076,0.8245888368724144,0.00684931506849315,['NULL']
32979370,PtGen,0.29411764705882354,0.18749999999999997,0.1764705882352941,0.1764705882352941,0.9088499546051025,0.876652717590332,0.8924610018730164,0.3193960749982256,0.6666666666666666,0.1262259998473028,0.26698528230190277,0.7153268798309214,0.0,['NULL']
37913436,TConvS2S,0.5238095238095238,0.15,0.3333333333333333,0.3333333333333333,0.8955525755882263,0.9062896966934204,0.9008891582489014,0.5500830652894216,0.3333333333333333,0.15028119551741898,0.29885673771301907,0.6929252058059185,0.06993006993006994,['NULL']
35426361,Gold,0.25,0.06666666666666667,0.25,0.25,0.891819953918457,0.9038642048835754,0.8978017568588257,0.39389251838034617,0.3333333333333333,0.1920713546815469,0.34262975056966144,0.9511590114995545,0.0,['NULL']
27775709,Gold,0.5,0.20000000000000004,0.3125,0.3125,0.8958743214607239,0.900902271270752,0.8983812928199768,0.1594260930864148,0.3333333333333333,0.05401685627783898,0.197296013434728,0.8252388159839474,0.0,['NULL']
35035707,BERTS2S,0.75,0.4000000000000001,0.5625000000000001,0.5625000000000001,0.9362894892692566,0.8947322368621826,0.9150392413139343,0.2988076345901233,0.0,0.11907971957705793,0.13150215983235589,0.6336129368455322,0.18518518518518517,['extrinsic']
